ID	Language_ID	Parameter_ID	Form	Segments	BorrowedScore	Essential	Borrowability
39-4-464-1	39	4-464	cə̌k	c ə̌ k	0.0	False	0.0996677740864
39-4-47-1	39	4-470	tæ̃´h-yud	t æ̃´ h j u d	0.0	False	0.289389067524
39-4-49-1	39	4-490	hatípwɨg	h a t í p + w ɨ g	0.0	False	0.212851405622
39-4-492-1	39	4-492	tɨ́b	t ɨ́ b	0.0	False	0.290993071594
39-4-51-1	39	4-510	haŋcak-	h a ŋ c a k	0.0	False	0.125
39-4-51-2	39	4-510	haŋcɔw-	h a ŋ c ɔ w	0.0	False	0.125
39-4-52-1	39	4-520	nɔg’a-	n ɔ g’ a	0.0	False	0.119047619048
39-4-521-1	39	4-521	cǝbǝk-	c ǝ b ǝ k	0.0	False	0.126506024096
39-4-53-1	39	4-530	hohot-	h o h o t	0.0	False	0.0555555555556
39-4-54-1	39	4-540	hãcĩh-	h ã c ĩ h	0.25	False	0.115291262136
39-4-55-1	39	4-550	kub’áhdeh way-	k u b’ á h d e h # w a j	0.0	False	0.147959183673
39-4-56-1	39	4-560	j’ɔç-	ɟ’ ɔ ç	0.0	False	0.0555555555556
39-4-57-1	39	4-570	hɔn-	h ɔ n	0.0	False	0.221003134796
39-4-58-1	39	4-580	g’ǝç-	g’ ǝ ç	0.0	True	0.0358361774744
39-4-59-1	39	4-590	n’æm’-	n’ æ m’	0.0	False	0.16265060241
39-4-591-1	39	4-591	hut-	h u t	0.0	False	0.0961538461538
39-4-61-1	39	4-610	ʔɔ̃h-	ʔ ɔ̃ h	0.0	True	0.100190839695
39-4-612-1	39	4-612	hɔ̃hɔ̃k-	h ɔ̃ h ɔ̃ k	0.0	False	0.115
39-4-62-1	39	4-620	cɔ̃hni-	c ɔ̃ h n i	0.0	False	0.0862068965517
39-4-63-1	39	4-630	cǝwǝʔ-	c ǝ w ǝ ʔ	0.0	False	0.10650887574
39-4-64-1	39	4-640	tɔç-	t ɔ ç	0.0	False	0.35
39-4-65-1	39	4-650	ciʔ-	c i ʔ	0.0	False	0.188775510204
39-4-66-1	39	4-660	y’æʔ-	j’ æ ʔ	0.0	False	0.14953271028
39-4-67-1	39	4-670	ʔan-	ʔ a n	0.0	False	0.123626373626
39-4-68-1	39	4-680	wɨʔwɨʔ-	w ɨ ʔ w ɨ ʔ	0.0	False	0.0728155339806
39-4-69-1	39	4-690	j’ɔm-	ɟ’ ɔ m	0.0	False	0.115384615385
39-4-71-1	39	4-710	tæ̃h bɨʔ-	t æ̃ h # b ɨ ʔ	0.0	False	0.162269129288
39-4-72-1	39	4-720	macã-	m a c ã	1.0	False	0.174712643678
39-4-73-1	39	4-730	tokni-	t o k n i	0.0	False	0.0700483091787
39-4-732-1	39	4-732	tokni-	t o k n i	0.0	False	0.0942028985507
39-4-74-1	39	4-740	ʔɨb’-	ʔ ɨ b’	0.0	False	0.131416837782
39-4-75-1	39	4-750	naʔ-	n a ʔ	0.0	False	0.204545454545
39-4-751-1	39	4-751	g’ǝmnaʔ-	g’ ǝ m n a ʔ	0.0	False	0.162337662338
39-4-76-1	39	4-760	m’æh-	m’ æ h	0.0	True	0.0777777777778
39-4-77-1	39	4-770	g’ɔg	g’ ɔ g	0.0	False	0.367117117117
39-4-78-1	39	4-780	kæ̃ʔ-	k æ̃ ʔ	0.0	False	0.11797752809
39-4-79-1	39	4-790	húp hod	h ú p # h o d	0.0	False	0.301020408163
39-4-81-1	39	4-810	pɨ́b	p ɨ́ b	0.0	False	0.275229357798
39-4-82-1	39	4-820	wæ̌y	w æ̌ j	0.0	False	0.171506352087
39-4-83-1	39	4-830	náw	n á w	0.0	False	0.354526606773
39-4-84-1	39	4-840	peʔ-	p e ʔ	0.0	False	0.177902621723
39-4-841-1	39	4-841	peʔ wɨdnæ̌n	p e ʔ # w ɨ d n æ̌ n	0.0	False	0.306843540788
39-4-843-1	39	4-843	tũhũ´ʔ ni-	t ũ h ũ´ ʔ # n i	0.0	False	0.194552529183
39-4-85-1	39	4-850	hɔ́m	h ɔ́ m	0.0	False	0.152249134948
39-4-852-1	39	4-852	mamáŋ	m a m á ŋ	0.0	False	0.0700389105058
39-4-853-1	39	4-853	puhú	p u h ú	0.0	False	0.117346938776
39-4-854-1	39	4-854	j’uk-	ɟ’ u k	0.0	False	0.0925196850394
39-4-855-1	39	4-855	páb’	p á b’	0.0	False	0.0963855421687
39-4-857-1	39	4-857	nunǔh	n u n ǔ h	0.0	False	0.119771863118
39-4-858-1	39	4-858	hɔm bɨ̌g	h ɔ m # b ɨ̌ g	0.0	False	0.244680851064
39-4-86-1	39	4-860	hiwɔb-	h i w ɔ b	0.0	False	0.186868686869
39-4-87-1	39	4-870	yɔ̃ˇhʔĩh	j ɔ̃ˇ h ʔ ĩ h	0.0	False	0.591304347826
39-4-88-1	39	4-880	yɔ̃ˇh	j ɔ̃ˇ h	0.0	False	0.421568627451
39-4-89-1	39	4-890	nǎm	n ǎ m	0.0	False	0.443060498221
39-4-91-1	39	4-910	cɨh-	c ɨ h	0.0	False	0.196942446043
39-4-912-1	39	4-912	co-	c o	1.0	False	0.211895910781
39-4-92-1	39	4-920	hũtũynɨh	h ũ t ũ j n ɨ h	0.0	False	0.235207100592
39-4-93-1	39	4-930	nuh hohód	n u h # h o h ó d	0.0	False	0.193708609272
39-4-94-1	39	4-940	kɨnɨŋ-	k ɨ n ɨ ŋ	0.0	False	0.178571428571
39-4-98-1	39	4-980	ʔǝgnaʔ-	ʔ ǝ g n a ʔ	0.0	False	0.0679611650485
39-5-11-1	39	5-110	wæd-	w æ d	0.0	True	0.0801886792453
39-5-12-1	39	5-120	wæ̌d	w æ̌ d	0.0	False	0.174603174603
39-5-122-1	39	5-122	ʔɨb’-	ʔ ɨ b’	0.0	False	0.0548128342246
39-5-123-1	39	5-123	hɔ̃-	h ɔ̃	0.0	False	0.094512195122
39-5-124-1	39	5-124	hɔ-	h ɔ	0.0	False	0.1
39-5-125-1	39	5-125	d’ɔhyɨʔ-	d’ ɔ h j ɨ ʔ	0.0	False	0.157442748092
39-5-13-1	39	5-130	ʔǝg-	ʔ ǝ g	0.0	True	0.0956175298805
39-5-14-1	39	5-140	g’ubnaʔ-	g’ u b n a ʔ	0.0	False	0.0302197802198
39-5-141-1	39	5-141	g’ub-	g’ u b	0.0	False	0.172297297297
39-5-15-1	39	5-150	hɔwæd-	h ɔ w æ d	0.0	False	0.0697674418605
39-5-16-1	39	5-160	ʔay’-	ʔ a j’	0.0	True	0.0596252129472
39-5-18-1	39	5-180	y’aw’-	j’ a w’	0.25	False	0.0738636363636
39-5-181-1	39	5-181	yaŋ-	j a ŋ	0.0	False	0.077380952381
39-5-19-1	39	5-190	kãk-	k ã k	0.25	False	0.173267326733
39-5-21-1	39	5-210	j’ɨw-	ɟ’ ɨ w	0.0	False	0.182862190813
39-5-22-1	39	5-220	wɔç-	w ɔ ç	0.0	False	0.175585284281
39-5-23-1	39	5-230	yæ̃ʔ-	j æ̃ ʔ	0.0	False	0.279197080292
39-5-23-2	39	5-230	prita-	p r i t a	1.0	False	0.279197080292
39-5-24-1	39	5-240	b’aʔ-	b’ a ʔ	0.0	False	0.157894736842
39-5-25-1	39	5-250	b’ɔkkáb	b’ ɔ k + k á b	0.0	False	0.513888888889
39-5-26-1	39	5-260	mɔmb’ɔ́k	m ɔ m b’ ɔ́ k	0.0	False	0.327556325823
39-5-28-1	39	5-280	mɔmb’ɔ́k	m ɔ m b’ ɔ́ k	0.0	False	0.548913043478
39-5-31-1	39	5-310	wæ̌db’ɔk	w æ̌ d b’ ɔ k	0.0	False	0.549744897959
39-5-31-2	39	5-310	padátu	p a d á t u	1.0	False	0.549744897959
39-5-32-1	39	5-320	wæ̌db’ɔk	w æ̌ d b’ ɔ k	0.0	False	0.538551401869
39-5-32-2	39	5-320	padátu	p a d á t u	1.0	False	0.538551401869
39-5-33-1	39	5-330	b’ɔ̌ʔ	b’ ɔ̌ ʔ	0.0	False	0.558928571429
39-5-35-1	39	5-350	kópu	k ó p u	1.0	False	0.615384615385
39-5-35-2	39	5-350	ʔə̌g b’ɔk	ʔ ə̌ g # b’ ɔ k	0.0	False	0.615384615385
39-5-37-1	39	5-370	wæ̌db’ah	w æ̌ d b’ a h	0.0	False	0.40099009901
39-5-37-2	39	5-370	koyéw	k o j é w	1.0	False	0.40099009901
39-5-38-1	39	5-380	wǎn	w ǎ n	0.0	False	0.256711409396
39-5-39-1	39	5-390	cɔ̌hteg	c ɔ̌ h t e g	0.0	False	0.543902439024
39-5-41-1	39	5-410	b’ɔ́k	b’ ɔ́ k	0.0	False	0.138339920949
39-5-46-1	39	5-460	g’ob-	g’ o b	0.0	False	0.14606741573
39-5-46-2	39	5-460	koʔ-	k o ʔ	0.5	False	0.14606741573
39-5-47-1	39	5-470	yah-	j a h	0.0	False	0.169300225734
39-5-48-1	39	5-480	hæw-	h æ w	0.0	False	0.0927272727273
39-5-49-1	39	5-490	wot-	w o t	0.0	False	0.126420454545
39-5-49-2	39	5-490	mɔnæ-	m ɔ n æ	1.0	False	0.126420454545
39-5-49-3	39	5-490	hikaku-	h i k a k u	0.0	False	0.126420454545
39-5-51-1	39	5-510	pã´w	p ã´ w	1.0	False	0.478747203579
39-5-53-1	39	5-530	cǎk	c ǎ k	0.0	False	0.308641975309
39-5-54-1	39	5-540	nuh-	n u h	0.0	False	0.151573292402
39-5-55-1	39	5-550	kæ̌n	k æ̌ n	0.0	False	0.349514563107
39-5-56-1	39	5-560	tok-	t o k	0.0	True	0.0813069908815
39-5-56-2	39	5-560	dɨp-	d ɨ p	0.0	True	0.0813069908815
39-5-58-1	39	5-580	tǒkteg	t ǒ k t e g	0.0	False	0.182098765432
39-5-59-1	39	5-590	tǒkteg	t ǒ k t e g	0.0	False	0.153846153846
39-5-61-1	39	5-610	hũ d’áp	h ũ # d’ á p	0.0	False	0.126911314985
39-5-64-1	39	5-640	cópa	c ó p a	1.0	False	0.530809859155
39-5-65-1	39	5-650	vedúra	v e d ú r a	1.0	False	0.255705635771
39-5-66-1	39	5-660	peyã´w	p e j ã´ w	1.0	False	0.405882352941
39-5-7-1	39	5-700	píʔ	p í ʔ	0.25	False	0.421551724138
39-5-71-1	39	5-710	ʔág	ʔ á g	0.0	False	0.254592651757
39-5-712-1	39	5-712	-b’ak	b’ a k	0.0	False	0.140167364017
39-5-76-1	39	5-760	pɨ̌ŋ	p ɨ̌ ŋ	0.0	False	0.459134615385
39-5-77-1	39	5-770	-tat	t a t	0.0	False	0.273346303502
39-5-79-1	39	5-790	náŋ	n á ŋ	0.0	False	0.599753694581
39-5-791-1	39	5-791	náŋ	n á ŋ	0.0	True	0.180434782609
39-5-81-1	39	5-810	b’ǒh	b’ ǒ h	0.0	True	0.151785714286
39-5-821-1	39	5-821	kɔ́w	k ɔ́ w	0.0	False	0.407894736842
39-5-84-1	39	5-840	nǽŋ	n ǽ ŋ	0.0	False	0.307926829268
39-5-85-1	39	5-850	ʔacúka	ʔ a c ú k a	1.0	False	0.79375
39-5-86-1	39	5-860	puděh	p u d ě h	0.0	False	0.311797752809
39-5-86-2	39	5-860	déti	d é t i	1.0	False	0.311797752809
39-5-9-1	39	5-900	ʔə̌g	ʔ ə̌ g	0.0	False	0.0791208791209
39-5-93-1	39	5-930	cervéca	c e r v é c a	1.0	False	0.677514792899
39-5-94-1	39	5-940	húptok	h ú p t o k	0.0	False	0.477272727273
39-5-97-1	39	5-970	-tip	t i p	0.0	True	0.0901287553648
39-5-971-1	39	5-971	tɨhdó	t ɨ h d ó	0.0	False	0.0308641975309
39-6-11-1	39	6-110	cud-	c u d	0.0	False	0.0707547169811
39-6-12-1	39	6-120	yǔd	j ǔ d	0.5	False	0.197169811321
39-6-21-1	39	6-210	yǔd	j ǔ d	0.5	False	0.355731225296
39-6-24-1	39	6-240	cuwǔk	c u w ǔ k	0.0	False	0.492957746479
39-6-28-1	39	6-280	hũ pã´t	h ũ # p ã´ t	0.0	False	0.293219303604
39-6-29-1	39	6-290	hũ b’ɔ́k	h ũ # b’ ɔ́ k	0.0	False	0.135278514589
39-6-31-1	39	6-310	cɔbɔt-	c ɔ b ɔ t	0.0	False	0.0133214920071
39-6-33-1	39	6-330	d’ab-	d’ a b	0.0	False	0.0733137829912
39-6-35-1	39	6-350	hicuh-	h i c u h	0.5	False	0.105263157895
39-6-36-1	39	6-360	mǎcʔut	m ǎ c ʔ u t	0.0	False	0.374109263658
39-6-38-1	39	6-380	yutá	j u t á	1.0	False	0.282649253731
39-7-37-1	39	7-370	cikáda	c i k á d a	1.0	False	0.228855721393
39-7-37-2	39	7-370	cákapteg	c á k a p t e g	0.0	False	0.228855721393
39-6-42-1	39	6-420	tãʔã´y yud	t ã ʔ ã´ j # j u d	0.0	False	0.467741935484
39-6-44-1	39	6-440	caccǔd	c a c + c ǔ d	0.0	False	0.506034482759
39-6-46-1	39	6-460	tãʔã´y yud	t ã ʔ ã´ j # j u d	0.0	False	0.609797297297
39-6-48-1	39	6-480	tɔkcǔd	t ɔ k c ǔ d	0.0	False	0.564516129032
39-6-49-1	39	6-490	méya	m é j a	1.0	False	0.684426229508
39-6-51-1	39	6-510	candária	c a n d á r i a	1.0	False	0.4516765286
39-6-51-2	39	6-510	capátu	c a p á t u	1.0	False	0.4516765286
39-6-52-1	39	6-520	bóta	b ó t a	1.0	False	0.674496644295
39-6-55-1	39	6-550	nuhuy-tǔk	n u h u j t ǔ k	0.0	False	0.492307692308
39-6-55-2	39	6-550	boné	b o n é	1.0	False	0.492307692308
39-6-57-1	39	6-570	wãˇʔ	w ã ʔ	0.0	False	0.298013245033
39-6-61-1	39	6-610	bóca	b ó c a	1.0	False	0.599397590361
39-6-62-1	39	6-620	mutã´w	m u t ã´ w	1.0	False	0.585227272727
39-6-71-1	39	6-710	hup bɨ́ʔɨp	h u p # b ɨ́ ʔ ɨ p	0.0	False	0.312277580071
39-6-73-1	39	6-730	d’apũh d’ǎk	d’ a p ũ h # d’ ǎ k	0.0	False	0.224137931034
39-6-74-1	39	6-740	mumuy d’ǎk	m u m u j # d’ ǎ k	0.0	False	0.198588709677
39-6-75-1	39	6-750	g’ǎç	g’ ǎ ç	0.0	False	0.239
39-6-76-1	39	6-760	g’ǎç	g’ ǎ ç	0.0	False	0.249057492931
39-6-77-1	39	6-770	b’ɔtɔk g’ãˇʔ	b’ ɔ t ɔ k # g’ ã ʔ	0.0	False	0.209677419355
39-6-78-1	39	6-780	pãt tǔd	p ã t # t ǔ d	0.0	False	0.368131868132
39-6-78-2	39	6-780	pãt wɔ̌t	p ã t # w ɔ̌ t	0.0	False	0.368131868132
39-6-81-1	39	6-810	nǽcũb’ah	n ǽ c ũ b’ a h	0.75	False	0.480182926829
39-6-82-1	39	6-820	toáya	t o á j a	1.0	False	0.661417322835
39-6-91-1	39	6-910	pə̌ç	p ə̌ ç	0.0	False	0.166666666667
39-6-92-1	39	6-920	pə̌ç	p ə̌ ç	0.0	False	0.48417721519
39-6-921-1	39	6-921	b’ek-	b’ e k	0.0	False	0.217303822938
39-6-94-1	39	6-940	wókteg	w ó k t e g	0.0	False	0.430722891566
39-6-95-1	39	6-950	cabonéci	c a b o n é c i	1.0	False	0.778409090909
39-6-96-1	39	6-960	mɔyə̌k	m ɔ j ə̌ k	0.0	False	0.39715536105
39-7-11-1	39	7-110	ni-	n i	0.75	False	0.146984924623
39-7-12-1	39	7-120	mɔ̌y	m ɔ̌ j	0.0	True	0.106694560669
39-7-13-1	39	7-130	bɔyɔ̌h	b ɔ j ɔ̌ h	0.0	False	0.393907563025
39-7-17-1	39	7-170	wæ̌d bɨ̌ʔ mɔy	w æ̌ d # b ɨ̌ ʔ # m ɔ j	0.0	False	0.327669902913
39-7-18-1	39	7-180	ʔə̌g mɔy	ʔ ə̌ g # m ɔ j	0.0	False	0.254385964912
39-7-18-2	39	7-180	kudúbi	k u d ú b i	1.0	False	0.254385964912
39-7-21-1	39	7-210	tóg’	t ó g’	0.0	False	0.514808362369
39-7-22-1	39	7-220	mɔyɔ́	m ɔ j ɔ́	0.0	False	0.226744186047
39-7-221-1	39	7-221	mɔy túʔ	m ɔ j # t ú ʔ	0.0	False	0.22972972973
39-7-23-1	39	7-230	bíb’teg	b í b’ t e g	0.0	False	0.506493506494
39-7-24-1	39	7-240	cáwi	c á w i	1.0	False	0.473469387755
39-7-25-1	39	7-250	mɔyɔ́	m ɔ j ɔ́	0.0	False	0.568014705882
39-7-26-1	39	7-260	tú	t ú	0.25	False	0.34628975265
39-7-27-1	39	7-270	ʔúb	ʔ ú b	0.0	False	0.339694656489
39-7-31-1	39	7-310	těghod	t ě g + h o d	0.0	False	0.232905982906
39-7-42-1	39	7-420	káma	k á m a	1.0	False	0.386138613861
39-7-422-1	39	7-422	hikóp	h i k ó p	0.0	False	0.478260869565
39-7-43-1	39	7-430	kə́d	k ə́ d	0.0	False	0.469696969697
39-7-44-1	39	7-440	mécab’ah	m é c a b’ a h	1.0	False	0.735408560311
39-7-45-1	39	7-450	j’áʔ	ɟ’ á ʔ	0.0	False	0.648866348449
39-7-45-2	39	7-450	tǔjtod’	t ǔ ɟ t o d’	0.0	False	0.648866348449
39-7-46-1	39	7-460	wéda	w é d a	1.0	False	0.626506024096
39-7-47-1	39	7-470	wáb	w á b	0.0	False	0.444206008584
39-7-48-1	39	7-480	tǎh wæ̌dhɔb	t ǎ h # w æ̌ dh ɔ b	0.0	False	0.309473684211
39-7-51-1	39	7-510	mɔ̌yb’ah	m ɔ̌ j b’ a h	0.0	False	0.142574257426
39-7-52-1	39	7-520	tɔ́pg’æt	t ɔ́ p g’ æ t	0.0	False	0.0274390243902
39-7-53-1	39	7-530	mɔ̌y c’ujtǐh	m ɔ̌ j # c’ u ɟ t ǐ h	0.0	False	0.122950819672
39-7-54-1	39	7-540	mɔy yǒk	m ɔ j # j ǒ k	0.0	False	0.165198237885
39-7-55-1	39	7-550	kǝtǝgd’ǎk	k ǝ t ǝ g d’ ǎ k	0.0	False	0.302281368821
39-7-56-1	39	7-560	mɔy túʔ	m ɔ j # t ú ʔ	0.0	False	0.389097744361
39-7-57-1	39	7-570	tábwab’ah	t á b w a b’ a h	1.0	False	0.375
39-7-62-1	39	7-620	m’ǎy’ yæ̃ʔ	m’ ǎ j’ # j æ̃ ʔ	0.0	False	0.664473684211
39-8-12-1	39	8-120	b’ɔ̌t	b’ ɔ̌ t	0.0	False	0.190602836879
39-8-16-1	39	8-160	hicǎd	h i c ǎ d	0.0	False	0.268292682927
39-8-17-1	39	8-170	mamǎp	m a m ǎ p	0.0	False	0.483108108108
39-8-22-1	39	8-220	hat-	h a t	0.0	False	0.10834670947
39-8-23-1	39	8-230	pá	p á	1.0	False	0.498626373626
39-8-24-1	39	8-240	pá	p á	1.0	False	0.610759493671
39-8-25-1	39	8-250	cɔ̌c	c ɔ̌ c	0.0	False	0.291666666667
39-8-311-1	39	8-311	-wɨg	w ɨ g	0.0	True	0.198807157058
39-8-32-1	39	8-320	maç-	m a ç	0.0	False	0.156818181818
39-8-47-1	39	8-470	pɨhɨtyǔm	p ɨ h ɨ t j ǔ m	0.0	False	0.39156626506
39-8-48-1	39	8-480	ʔarócu	ʔ a r ó c u	1.0	False	0.616666666667
39-8-51-1	39	8-510	cǐh	c ǐ h	0.0	False	0.173719376392
39-8-52-1	39	8-520	cǐh hə́b	c ǐ h # h ə́ b	0.0	False	0.149253731343
39-8-53-1	39	8-530	yúm	j ú m	0.0	False	0.358090185676
39-8-531-1	39	8-531	yum-	j u m	0.0	False	0.230198019802
39-8-531-2	39	8-531	cĩy’-	c ĩ j’	0.0	False	0.230198019802
39-8-54-1	39	8-540	tǐh	t ǐ h	0.0	True	0.0558823529412
39-8-55-1	39	8-550	-nɔw	n ɔ w	0.0	False	0.171532846715
39-8-56-1	39	8-560	cug’æ̌t	c u g’ æ̌ t	0.0	True	0.103250478011
39-8-57-1	39	8-570	c’ɔ́	c’ ɔ́	0.0	False	0.251256281407
39-8-6-1	39	8-600	tegd’ǔh	t e g d’ ǔ h	0.0	False	0.252136752137
39-8-67-1	39	8-670	tɨ́t	t ɨ́ t	0.0	False	0.194087403599
39-8-68-1	39	8-680	hũˇt	h ũ t	0.0	False	0.6640969163
39-8-69-1	39	8-690	ʔun’-	ʔ u n’	0.0	False	0.19918699187
39-8-72-1	39	8-720	b’ɔ̌tdɨ́d	b’ ɔ̌ t d ɨ́ d	0.0	False	0.11855104281
39-8-73-1	39	8-730	c’ǎt	c’ ǎ t	0.0	False	0.0976821192053
39-8-74-1	39	8-740	nɔw cacác	n ɔ w # c a c á c	0.0	False	0.136363636364
39-8-75-1	39	8-750	-b’ɔk	b’ ɔ k	0.0	True	0.160965794769
39-8-76-1	39	8-760	-deh	d e h	0.0	False	0.198396793587
39-8-82-1	39	8-820	kóku	k ó k u	1.0	False	0.492424242424
39-8-83-1	39	8-830	naránya	n a r á n j a	1.0	False	0.602272727273
39-8-83-2	39	8-830	wirimɔ́	w i r i m ɔ́	1.0	False	0.602272727273
39-8-84-1	39	8-840	pɨhɨ́t	p ɨ h ɨ́ t	0.0	False	0.621794871795
39-8-92-1	39	8-920	kayaktɔ́ʔ	k a j a k t ɔ́ ʔ	0.0	False	0.426229508197
39-8-93-1	39	8-930	b’ɔ̌ʔ	b’ ɔ̌ ʔ	0.0	False	0.263513513514
39-8-931-1	39	8-931	b’ɔʔwæ̌d	b’ ɔ ʔ w æ̌ d	0.0	False	0.401898734177
39-8-941-1	39	8-941	mǔhteg	m ǔ h t e g	0.0	False	0.253846153846
39-8-96-1	39	8-960	d’ǔç	d’ ǔ ç	0.0	False	0.205882352941
39-8-98-1	39	8-980	pə́b’	p ə́ b’	0.0	False	0.266666666667
39-9-11-1	39	9-110	bɨʔ-	b ɨ ʔ	0.0	True	0.0278323510151
39-9-12-1	39	9-120	bɨʔ-	b ɨ ʔ	0.0	False	0.36197440585
39-9-14-1	39	9-140	totoy-	t o t o j	0.0	False	0.125
39-9-15-1	39	9-150	camam-	c a m a m	0.0	False	0.0962264150943
39-9-16-1	39	9-160	j’ɨp-	ɟ’ ɨ p	0.0	True	0.121037463977
39-9-16-2	39	9-160	hɔ̃w’-	h ɔ̃ w’	0.0	True	0.121037463977
39-9-161-1	39	9-161	cod-	c o d	0.0	False	0.0824524312896
39-9-19-1	39	9-190	tɨ́t	t ɨ́ t	0.0	True	0.151865008881
39-9-192-1	39	9-192	hɔ̃´w’	h ɔ̃´ w’	0.0	False	0.105555555556
39-9-192-2	39	9-192	kukú	k u k ú	0.75	False	0.105555555556
39-9-21-1	39	9-210	mæh-	m æ h	0.0	True	0.0448979591837
39-9-211-1	39	9-211	j’ɔŋ-	ɟ’ ɔ ŋ	0.0	False	0.218623481781
39-9-22-1	39	9-220	hɔ̃k-	h ɔ̃ k	0.0	False	0.0811584977721
39-9-221-1	39	9-221	b’ɔt-	b’ ɔ t	0.0	False	0.0668316831683
39-9-222-1	39	9-222	kɨt-	k ɨ t	0.0	False	0.0501485884101
39-9-223-1	39	9-223	yok-	j o k	0.0	False	0.0971337579618
39-9-23-1	39	9-230	wǎn	w ǎ n	0.0	False	0.383823529412
39-9-24-1	39	9-240	hæ̌y’b’ah	h æ̌ j’ b’ a h	0.0	False	0.478346456693
39-9-25-1	39	9-250	mɔ̌m	m ɔ̌ m	0.0	False	0.349397590361
39-9-26-1	39	9-260	kǝbǝk-	k ǝ b ǝ k	0.0	False	0.0656934306569
39-9-26-2	39	9-260	tǝh-	t ǝ h	0.0	False	0.0656934306569
39-9-261-1	39	9-261	payyɨʔ-	p a j + j ɨ ʔ	0.0	False	0.0912162162162
39-9-27-1	39	9-270	b’ah-	b’ a h	0.0	False	0.138089758343
39-9-28-1	39	9-280	cæ̃y’-	c æ̃ j’	0.0	False	0.0646153846154
39-9-29-1	39	9-290	yɔj-	j ɔ ɟ	0.0	False	0.111524163569
39-9-31-1	39	9-310	yɔyɔp-	j ɔ j ɔ p	0.0	False	0.167525773196
39-9-32-1	39	9-320	y’ɔʔ-	j’ ɔ ʔ	0.0	False	0.0852272727273
39-9-33-1	39	9-330	kǝk-	k ǝ k	0.0	False	0.135859519409
39-9-34-1	39	9-340	hicæp-	h i c æ p	0.0	False	0.10447761194
39-9-341-1	39	9-341	d’oʔg’ãʔ-	d’ o ʔ g’ ã ʔ	0.0	False	0.107859531773
39-9-342-1	39	9-342	m’æc-	m’ æ c	0.0	False	0.200203252033
39-9-343-1	39	9-343	koʔwow’-	k o ʔ w o w’	0.0	False	0.181734317343
39-9-35-1	39	9-350	b’ǝh-	b’ ǝ h	0.0	False	0.13064516129
39-9-36-1	39	9-360	j’id-	ɟ’ i d	0.0	False	0.0982142857143
39-9-37-1	39	9-370	hæp-	h æ p	0.0	False	0.132530120482
39-9-38-1	39	9-380	hæpb’ɔ̌g	h æ p b’ ɔ̌ g	0.0	False	0.177215189873
39-9-422-1	39	9-422	bɨ̌ʔteg	b ɨ̌ ʔ t e g	0.0	False	0.3515625
39-9-44-1	39	9-440	bɨʔ-	b ɨ ʔ	0.0	False	0.198921105866
39-9-46-1	39	9-460	yoktod-	j o k t o d	0.0	False	0.146341463415
39-9-461-1	39	9-461	tod-	t o d	0.0	False	0.0426829268293
39-9-461-2	39	9-461	cɔh-	c ɔ h	0.0	False	0.0426829268293
39-9-48-1	39	9-480	tegd’uhhɔ̃ˇk	t e g d’ u h + h ɔ̃ˇ k	0.0	False	0.422619047619
39-9-49-1	39	9-490	barutéru	b a r u t é r u	1.0	False	0.45145631068
39-9-5-1	39	9-500	pǝrégu	p ǝ r é g u	1.0	False	0.408783783784
39-9-56-1	39	9-560	tǎk	t ǎ k	0.0	False	0.417431192661
39-9-56-2	39	9-560	hicɨʔteg	h i c ɨ ʔ t e g	0.0	False	0.417431192661
39-9-67-1	39	9-670	mɔ̌m	m ɔ̌ m	0.0	False	0.272727272727
39-9-68-1	39	9-680	cúmbu	c ú m b u	1.0	False	0.528985507246
39-9-69-1	39	9-690	mǎc	m ǎ c	0.0	False	0.579166666667
39-9-72-1	39	9-720	m’ǎy’b’ɔk bɨʔ-	m’ ǎ j’ b’ ɔ k # b ɨ ʔ	0.0	False	0.156069364162
39-9-73-1	39	9-730	m’ǎy’	m’ ǎ j’	0.0	False	0.0991189427313
39-9-74-1	39	9-740	mɔyə̌kb’ah	m ɔ j ə̌ k b’ a h	0.0	False	0.617841409692
39-9-74-2	39	9-740	wídriu	w í d r i u	1.0	False	0.617841409692
39-9-75-1	39	9-750	cæ̃c-	c æ̃ c	0.0	False	0.08255243195
39-9-75-2	39	9-750	g’ud-	g’ u d	0.0	False	0.08255243195
39-9-76-1	39	9-760	máj	m á ɟ	0.0	False	0.41592920354
39-9-79-1	39	9-790	hěb’	h ě b’	0.0	False	0.25974025974
39-9-791-1	39	9-791	heb’-	h e b’	0.0	False	0.133333333333
39-9-81-1	39	9-810	cǝk-	c ǝ k	0.0	False	0.265593561368
39-9-88-1	39	9-880	pintáteg	p i n t á t e g	0.0	False	0.518375241779
39-9-88-2	39	9-880	hə̌w	h ə̌ w	0.0	False	0.518375241779
39-9-88-3	39	9-880	d’ǎd	d’ ǎ d	0.0	False	0.518375241779
39-9-89-1	39	9-890	pinta-	p i n t a	1.0	False	0.334608030593
39-9-89-2	39	9-890	hɨʔ-	h ɨ ʔ	0.0	False	0.334608030593
39-9-89-3	39	9-890	wok-	w o k	0.0	False	0.334608030593
39-10-13-1	39	10-130	hupkǝd-	h u p k ǝ d	0.0	False	0.0962837837838
39-10-13-2	39	10-130	d’oʔkǝd-	d’ o ʔ k ǝ d	0.0	False	0.0962837837838
39-10-14-1	39	10-140	bud’-	b u d’	0.0	False	0.114583333333
